semestre,cursos_matriculados,horas_trabajo_semanal,modalidad_trabajo,turno_clases,asistencia_pct,horas_estudio_semanal,promedio_ponderado,cursos_jalados_acumulados,entrega_trabajos_pct,participacion_clase,distancia_campus_km,internet_estable,apoyo_familiar,uso_tutoria,deuda_pension,promedio_t1,promedio_t2,cursos_en_riesgo_notas,pct_creditos_riesgo,situacion_academica
3,3,8,sin_trabajo,noche,60.2,13.0,5.0,0,60.1,3,14.9,1,1,0,0,5.0,5.11,2,0.67,RIESGO_ALTO
3,4,10,mixto,noche,75.7,5.5,5.0,3,89.0,3,1.3,1,1,0,1,6.92,3.73,1,0.25,RIESGO_ALTO
1,4,10,sin_trabajo,noche,76.9,6.5,5.0,0,76.1,3,27.2,1,3,1,0,3.24,2.11,3,0.75,RIESGO_ALTO
4,3,10,mixto,sabado_domingo,79.0,10.1,5.0,3,82.1,4,0.9,1,4,0,1,0.0,0.7,3,1.0,DESERCION_PROBABLE
5,3,8,mixto,noche,73.2,13.4,5.0,0,74.8,4,11.1,1,5,0,1,5.0,3.65,2,0.67,RIESGO_ALTO
8,2,8,sin_trabajo,noche,50.8,7.9,5.0,3,47.7,2,16.8,1,2,0,1,4.79,5.32,1,0.5,DESERCION_PROBABLE
2,3,8,remoto,noche,91.6,13.0,5.0,0,79.5,5,1.6,1,4,0,3,2.32,4.12,2,0.67,RIESGO_ALTO
3,4,9,presencial,noche,57.1,10.6,5.0,0,84.4,3,5.4,1,2,0,1,1.72,10.17,3,0.75,RIESGO_ALTO
4,5,10,remoto,noche,66.3,3.7,5.0,1,75.9,2,33.1,1,2,1,0,5.45,3.67,3,0.6,DESERCION_PROBABLE
2,3,8,sin_trabajo,noche,71.9,8.4,5.0,2,82.4,3,8.2,1,5,0,2,1.66,8.03,3,1.0,DESERCION_PROBABLE
1,3,8,remoto,sabado_domingo,85.8,11.4,5.0,1,92.4,2,0.5,1,3,1,0,7.29,5.37,1,0.33,EN_RIESGO
5,4,8,remoto,noche,45.6,8.5,5.0,2,60.1,1,8.9,1,3,1,0,6.68,6.59,2,0.5,RIESGO_ALTO
10,2,10,remoto,sabado_domingo,85.0,5.1,5.0,1,100.0,4,14.3,1,1,0,0,6.62,6.63,1,0.5,EN_RIESGO
6,4,9,mixto,sabado_domingo,81.3,9.1,5.0,1,89.4,5,75.9,0,3,0,1,6.61,6.1,2,0.5,EN_RIESGO
10,5,12,presencial,noche,54.6,7.2,5.0,2,69.3,2,1.5,0,3,0,1,3.39,4.68,3,0.6,DESERCION_PROBABLE
6,3,4,presencial,sabado_domingo,87.1,18.3,5.0,1,91.3,4,22.2,1,1,0,3,1.06,7.18,3,1.0,RIESGO_ALTO
2,2,12,presencial,sabado_domingo,34.7,9.7,5.0,0,36.7,2,10.7,1,3,0,2,4.87,6.04,1,0.5,DESERCION_PROBABLE
4,3,10,mixto,noche,84.7,9.0,5.0,1,100.0,2,1.7,1,1,1,0,4.66,4.28,2,0.67,RIESGO_ALTO
8,5,8,presencial,noche,47.5,8.8,5.0,6,52.9,2,34.2,1,3,0,0,7.03,5.37,2,0.4,DESERCION_PROBABLE
5,5,12,presencial,sabado_domingo,81.5,2.9,5.0,3,89.7,4,44.6,1,4,0,1,6.2,7.44,2,0.4,RIESGO_ALTO
1,5,4,remoto,noche,76.2,8.5,5.0,0,84.3,3,20.2,1,2,0,0,6.75,5.35,2,0.4,EN_RIESGO
8,3,0,remoto,noche,91.8,8.5,5.0,3,100.0,5,7.0,1,3,1,0,7.7,5.97,1,0.33,EN_RIESGO
10,3,10,remoto,sabado_domingo,64.0,8.8,5.0,3,65.2,2,14.6,1,1,0,1,3.61,6.99,2,0.67,DESERCION_PROBABLE
5,5,9,remoto,sabado_domingo,89.0,10.4,5.0,0,100.0,4,0.7,0,5,0,0,7.53,1.67,2,0.4,EN_RIESGO
10,3,4,presencial,noche,62.0,12.2,5.0,3,64.7,4,14.1,1,5,1,0,7.12,5.16,1,0.33,EN_RIESGO
6,4,8,sin_trabajo,noche,77.6,8.2,5.0,1,72.2,2,28.7,1,1,1,2,2.23,1.13,3,0.75,DESERCION_PROBABLE
5,5,10,remoto,noche,75.2,2.0,5.0,1,68.9,4,32.0,1,5,0,1,4.15,3.47,3,0.6,DESERCION_PROBABLE
3,4,8,remoto,sabado_domingo,77.4,6.8,5.0,0,83.4,4,3.8,1,5,0,0,3.98,2.82,3,0.75,RIESGO_ALTO
2,2,9,sin_trabajo,sabado_domingo,70.5,4.5,5.0,1,69.5,3,1.1,0,5,0,0,5.99,7.71,1,0.5,RIESGO_ALTO
1,2,8,remoto,noche,78.1,10.4,5.0,1,90.1,3,38.6,1,1,0,0,2.79,5.57,1,0.5,RIESGO_ALTO
10,3,8,remoto,sabado_domingo,69.0,8.0,5.0,5,72.1,3,7.5,1,1,1,0,4.69,4.88,2,0.67,DESERCION_PROBABLE
6,5,8,presencial,noche,73.4,6.7,5.0,1,69.8,3,4.8,0,3,0,1,4.61,8.05,3,0.6,RIESGO_ALTO
10,4,9,mixto,noche,66.7,8.1,5.0,1,71.5,3,2.8,1,5,1,2,6.53,7.15,2,0.5,RIESGO_ALTO
8,2,8,presencial,noche,70.1,5.7,5.0,4,76.7,4,7.6,0,2,0,1,10.38,1.6,0,0.0,RIESGO_ALTO
3,4,12,mixto,noche,49.0,7.4,5.0,2,54.9,3,6.8,1,1,0,0,1.1,3.83,4,1.0,DESERCION_PROBABLE
2,2,10,mixto,sabado_domingo,61.6,9.1,5.0,0,63.8,3,48.2,0,1,0,3,3.65,4.43,1,0.5,DESERCION_PROBABLE
10,2,10,presencial,noche,59.2,7.2,5.0,3,58.7,1,35.3,0,1,0,3,7.5,2.62,1,0.5,DESERCION_PROBABLE
7,4,0,mixto,noche,91.8,15.2,5.0,1,93.1,3,66.3,1,4,0,2,2.22,7.17,3,0.75,RIESGO_ALTO
4,4,9,remoto,noche,46.9,3.5,5.0,1,54.3,2,8.1,1,3,0,2,1.96,3.66,3,0.75,DESERCION_PROBABLE
1,2,12,presencial,noche,65.1,9.0,5.0,1,60.0,1,0.6,0,2,1,2,2.54,4.16,2,1.0,DESERCION_PROBABLE
7,2,10,remoto,sabado_domingo,43.1,7.6,5.0,3,59.4,1,6.2,1,3,1,1,7.12,4.35,1,0.5,DESERCION_PROBABLE
7,3,12,mixto,noche,84.2,9.0,5.0,2,89.8,4,45.9,1,1,1,0,6.32,7.19,1,0.33,EN_RIESGO
5,5,10,mixto,noche,63.0,3.4,5.0,3,67.9,2,21.1,1,2,0,0,1.48,6.3,4,0.8,DESERCION_PROBABLE
10,3,8,mixto,noche,75.8,10.9,5.0,3,78.3,4,34.5,1,1,1,0,8.99,5.93,1,0.33,EN_RIESGO
8,2,8,sin_trabajo,noche,62.3,8.1,5.0,4,69.3,3,24.1,1,3,0,2,8.19,3.37,1,0.5,RIESGO_ALTO
9,2,8,mixto,sabado_domingo,70.9,14.0,5.0,6,73.2,1,7.2,1,4,1,3,6.46,5.22,1,0.5,RIESGO_ALTO
8,4,9,remoto,noche,70.4,8.4,5.0,3,64.3,2,10.4,1,2,1,1,4.67,2.49,2,0.5,DESERCION_PROBABLE
5,5,10,presencial,sabado_domingo,76.4,4.7,5.0,1,76.0,2,32.7,1,1,1,0,4.56,5.65,3,0.6,RIESGO_ALTO
10,3,4,remoto,noche,77.2,13.2,5.0,5,65.9,3,39.3,1,3,1,3,5.07,5.62,2,0.67,RIESGO_ALTO
2,3,9,mixto,noche,88.4,3.5,5.0,0,77.0,3,4.7,1,1,0,0,7.15,3.54,1,0.33,RIESGO_ALTO
4,4,10,mixto,noche,54.5,13.3,5.0,1,64.9,2,5.5,1,5,1,0,4.85,6.53,2,0.5,RIESGO_ALTO
1,2,10,mixto,noche,65.1,9.8,5.0,1,67.0,2,1.3,1,2,0,1,6.68,1.87,1,0.5,RIESGO_ALTO
3,5,8,mixto,sabado_domingo,76.9,6.9,5.0,3,83.0,4,17.0,0,5,0,0,6.66,5.75,2,0.4,RIESGO_ALTO
9,5,10,remoto,noche,76.2,7.7,5.0,2,70.4,2,74.8,0,4,0,0,2.08,6.99,4,0.8,DESERCION_PROBABLE
7,4,12,mixto,noche,75.9,5.6,5.0,3,75.4,4,12.7,1,5,1,2,6.15,6.04,2,0.5,RIESGO_ALTO
8,3,8,remoto,noche,71.3,7.5,5.0,5,87.5,3,1.5,0,1,0,1,5.89,6.86,1,0.33,RIESGO_ALTO
4,4,8,presencial,sabado_domingo,41.3,10.8,5.0,3,30.2,3,23.6,1,1,1,3,5.09,4.66,2,0.5,DESERCION_PROBABLE
3,5,9,presencial,noche,42.5,2.7,5.0,0,39.2,2,28.4,0,1,0,1,4.84,8.29,3,0.6,DESERCION_PROBABLE
9,5,4,presencial,noche,72.4,5.2,5.0,3,80.3,2,1.0,1,2,0,0,3.23,6.5,4,0.8,DESERCION_PROBABLE
5,3,4,sin_trabajo,noche,88.0,12.6,5.0,1,99.5,4,17.4,1,5,0,0,3.22,4.94,2,0.67,EN_RIESGO
9,4,8,presencial,noche,67.2,6.9,5.0,2,83.0,2,1.5,0,2,0,0,3.99,6.99,3,0.75,DESERCION_PROBABLE
8,5,8,presencial,noche,82.6,10.7,5.0,5,79.8,4,11.9,1,4,1,1,3.78,4.26,3,0.6,RIESGO_ALTO
9,4,8,remoto,noche,74.8,6.0,5.0,5,77.7,2,2.3,1,4,0,0,4.41,4.89,2,0.5,DESERCION_PROBABLE
2,4,0,mixto,noche,85.8,13.5,5.0,0,97.0,2,8.4,1,2,0,0,5.1,5.87,2,0.5,EN_RIESGO
7,2,8,presencial,sabado_domingo,68.1,8.1,5.0,1,72.4,2,20.7,1,3,1,0,6.91,3.62,1,0.5,RIESGO_ALTO
2,4,10,mixto,sabado_domingo,68.1,4.6,5.0,0,70.1,3,15.4,1,3,1,1,4.49,7.76,2,0.5,RIESGO_ALTO
6,3,8,presencial,noche,72.5,5.0,5.0,1,77.1,3,7.7,0,1,1,0,4.7,1.73,2,0.67,RIESGO_ALTO
8,5,12,remoto,noche,49.4,12.6,5.0,3,58.9,2,0.8,1,1,0,1,3.91,3.16,3,0.6,DESERCION_PROBABLE
3,4,4,remoto,sabado_domingo,73.8,8.0,5.0,0,92.6,2,4.6,1,1,0,2,6.54,4.07,2,0.5,RIESGO_ALTO
1,3,8,presencial,sabado_domingo,74.1,10.3,5.0,0,86.2,3,2.5,1,2,1,2,3.9,4.14,2,0.67,RIESGO_ALTO
9,5,9,remoto,sabado_domingo,96.1,6.9,5.0,2,100.0,3,28.7,1,5,0,0,4.54,2.13,3,0.6,RIESGO_ALTO
1,5,8,remoto,noche,80.7,11.8,5.0,1,80.4,5,11.0,1,2,1,0,2.84,5.92,4,0.8,RIESGO_ALTO
5,3,8,remoto,noche,86.9,4.1,5.0,1,94.9,4,3.0,1,4,0,0,4.38,3.9,2,0.67,RIESGO_ALTO
5,4,10,mixto,sabado_domingo,49.1,7.6,5.0,2,42.7,3,42.5,1,1,1,1,6.0,4.86,2,0.5,DESERCION_PROBABLE
8,4,12,sin_trabajo,noche,78.0,2.9,5.0,4,85.6,3,19.0,1,2,1,3,4.1,0.0,3,0.75,DESERCION_PROBABLE
9,2,9,sin_trabajo,noche,60.4,7.1,5.0,3,52.0,2,28.5,1,1,1,0,4.54,4.72,1,0.5,DESERCION_PROBABLE
6,3,12,presencial,sabado_domingo,37.9,11.6,5.0,0,46.0,1,31.8,0,1,0,3,7.25,6.35,1,0.33,DESERCION_PROBABLE
1,2,10,presencial,sabado_domingo,35.1,10.6,5.0,1,37.3,4,22.5,1,4,0,3,5.45,6.8,1,0.5,DESERCION_PROBABLE
5,2,8,mixto,noche,94.9,10.5,5.0,4,100.0,4,63.8,1,4,1,1,1.23,1.95,2,1.0,RIESGO_ALTO
10,3,12,remoto,sabado_domingo,67.3,5.9,5.38,2,58.2,3,14.7,1,4,0,0,7.4,6.46,1,0.33,RIESGO_ALTO
7,3,9,remoto,noche,62.3,4.6,5.0,3,70.9,3,52.3,1,2,0,0,6.11,1.76,1,0.33,RIESGO_ALTO
5,3,10,mixto,noche,68.2,5.2,5.0,2,81.0,4,43.6,1,3,0,0,4.15,5.52,2,0.67,RIESGO_ALTO
4,4,12,presencial,sabado_domingo,37.4,5.6,5.0,2,38.9,1,5.9,1,1,1,1,2.32,3.23,3,0.75,DESERCION_PROBABLE
5,2,10,presencial,noche,35.4,4.1,5.0,3,47.8,1,5.6,1,2,0,0,5.13,4.34,1,0.5,DESERCION_PROBABLE
4,5,10,presencial,noche,59.5,9.3,5.0,3,56.9,2,13.2,1,1,0,0,9.37,6.04,1,0.2,RIESGO_ALTO
4,3,8,presencial,noche,65.9,7.7,5.0,0,65.4,3,7.7,1,1,0,0,2.02,3.82,2,0.67,DESERCION_PROBABLE
5,2,12,remoto,noche,78.7,6.5,5.0,2,88.6,2,15.6,1,2,0,2,2.9,2.1,1,0.5,DESERCION_PROBABLE
2,5,8,mixto,noche,59.1,6.5,5.0,0,73.9,2,0.7,0,2,0,1,5.58,7.79,2,0.4,RIESGO_ALTO
1,5,9,mixto,noche,75.9,1.1,5.0,0,74.4,2,3.7,1,3,0,0,3.75,3.8,3,0.6,DESERCION_PROBABLE
3,2,10,presencial,noche,26.4,11.1,5.0,1,30.5,1,9.2,1,3,0,2,4.94,6.37,1,0.5,DESERCION_PROBABLE
2,5,10,mixto,noche,50.4,8.7,5.0,2,66.0,2,19.0,1,4,0,0,4.19,6.64,3,0.6,DESERCION_PROBABLE
5,2,12,presencial,noche,64.9,9.5,5.0,2,64.0,3,46.4,1,5,0,2,2.7,8.62,2,1.0,DESERCION_PROBABLE
4,4,10,remoto,noche,73.4,9.9,5.0,1,86.0,4,15.4,0,4,1,0,6.94,2.16,1,0.25,EN_RIESGO
3,2,9,remoto,noche,63.4,11.0,5.0,1,69.4,3,2.1,1,1,0,2,3.7,2.5,1,0.5,DESERCION_PROBABLE
8,2,8,mixto,sabado_domingo,72.2,6.7,5.0,4,81.9,2,4.6,1,3,1,3,2.44,8.15,2,1.0,DESERCION_PROBABLE
2,3,8,mixto,noche,93.0,3.0,5.0,1,96.4,4,13.9,1,1,1,1,7.6,6.78,1,0.33,EN_RIESGO
6,5,12,presencial,sabado_domingo,75.4,7.7,5.0,4,84.3,4,8.2,1,4,0,1,8.18,6.0,1,0.2,RIESGO_ALTO
4,4,8,presencial,sabado_domingo,93.3,10.1,5.0,2,100.0,3,21.7,1,5,0,0,3.2,4.66,3,0.75,RIESGO_ALTO
9,3,10,presencial,noche,55.9,3.0,5.0,3,41.4,3,40.3,1,5,1,1,5.98,2.31,1,0.33,DESERCION_PROBABLE
5,2,9,remoto,noche,76.6,11.2,5.0,3,80.3,3,32.8,1,1,1,0,2.9,3.57,1,0.5,RIESGO_ALTO
10,5,9,presencial,sabado_domingo,93.5,12.7,5.0,5,89.5,4,4.5,0,1,1,1,6.01,3.92,2,0.4,RIESGO_ALTO
6,3,8,sin_trabajo,sabado_domingo,84.8,5.0,5.0,4,83.0,3,27.2,0,5,0,2,5.1,5.9,2,0.67,RIESGO_ALTO
1,3,10,sin_trabajo,noche,63.1,2.7,5.0,0,62.3,2,9.5,1,2,1,0,8.05,5.73,1,0.33,RIESGO_ALTO
10,3,8,presencial,noche,61.0,9.3,5.0,5,71.0,2,16.6,1,5,0,2,7.15,2.53,1,0.33,RIESGO_ALTO
4,5,9,presencial,sabado_domingo,94.3,15.1,5.0,3,100.0,4,2.9,1,3,0,0,2.47,5.98,4,0.8,RIESGO_ALTO
5,3,4,remoto,noche,78.0,9.9,5.0,0,72.0,3,2.9,1,5,1,3,3.13,3.31,2,0.67,RIESGO_ALTO
3,5,8,remoto,noche,83.3,8.0,5.0,1,79.2,4,34.0,1,3,0,1,1.73,6.5,4,0.8,DESERCION_PROBABLE
3,2,4,presencial,sabado_domingo,83.2,11.1,5.0,1,90.8,4,40.6,1,4,0,0,2.93,3.29,1,0.5,EN_RIESGO
6,4,12,remoto,noche,63.2,3.4,5.0,2,72.7,3,11.1,1,1,0,0,1.54,4.21,3,0.75,DESERCION_PROBABLE
2,2,12,presencial,sabado_domingo,49.9,16.2,5.0,0,41.0,3,1.9,1,1,0,0,6.09,0.05,1,0.5,DESERCION_PROBABLE
8,5,9,remoto,sabado_domingo,78.0,5.5,5.0,3,90.0,3,1.2,1,4,0,1,2.05,6.86,4,0.8,DESERCION_PROBABLE
2,5,8,remoto,sabado_domingo,75.7,10.4,5.0,1,64.5,3,18.8,0,4,0,0,7.83,1.73,1,0.2,EN_RIESGO
7,4,8,presencial,sabado_domingo,59.7,8.4,5.0,4,74.1,2,12.8,1,1,1,2,0.11,4.99,4,1.0,DESERCION_PROBABLE
6,3,9,mixto,noche,85.1,8.7,5.0,4,97.3,2,15.0,1,1,0,0,0.0,7.49,3,1.0,DESERCION_PROBABLE
5,4,10,presencial,noche,40.9,5.0,5.0,2,37.0,1,11.3,1,4,0,0,3.89,1.29,3,0.75,DESERCION_PROBABLE
8,4,4,mixto,sabado_domingo,87.1,16.6,5.0,6,84.8,5,13.4,0,3,1,0,5.74,5.66,2,0.5,EN_RIESGO
1,3,10,presencial,noche,46.2,6.5,5.0,0,45.5,2,28.5,0,4,1,3,5.46,7.99,2,0.67,DESERCION_PROBABLE
3,3,10,presencial,noche,59.8,8.8,5.0,2,68.6,3,25.7,0,1,0,2,4.34,7.67,2,0.67,DESERCION_PROBABLE
9,2,8,presencial,noche,81.2,12.2,5.0,3,88.1,4,46.0,1,4,0,0,3.91,3.96,1,0.5,RIESGO_ALTO
5,3,8,presencial,sabado_domingo,59.4,3.6,5.0,2,79.6,4,46.0,1,5,1,1,3.05,5.85,2,0.67,RIESGO_ALTO
8,2,8,sin_trabajo,noche,60.8,9.5,5.0,2,60.5,3,5.1,1,4,1,0,4.65,5.23,1,0.5,RIESGO_ALTO
5,5,8,mixto,sabado_domingo,84.4,8.4,5.0,4,97.4,2,43.4,1,4,0,1,5.89,6.76,2,0.4,RIESGO_ALTO
6,3,8,presencial,noche,65.4,4.5,5.0,1,72.2,2,21.1,1,5,0,3,3.7,3.06,2,0.67,DESERCION_PROBABLE
1,4,8,presencial,noche,82.7,13.4,5.0,1,80.5,3,8.6,1,2,0,0,5.11,4.28,2,0.5,RIESGO_ALTO
1,2,4,mixto,sabado_domingo,83.2,8.4,5.0,1,96.5,3,12.8,1,2,0,0,3.45,4.55,1,0.5,RIESGO_ALTO
2,3,4,presencial,noche,83.4,13.3,5.0,0,78.5,4,1.0,0,2,0,0,3.56,2.9,2,0.67,RIESGO_ALTO
10,4,10,mixto,noche,76.0,12.1,5.0,4,97.2,4,16.2,0,5,0,3,6.78,6.62,2,0.5,RIESGO_ALTO
5,2,8,presencial,noche,61.2,9.0,5.0,3,62.8,1,1.1,1,4,1,0,7.09,3.46,1,0.5,RIESGO_ALTO
6,5,9,presencial,sabado_domingo,87.6,8.6,5.0,1,94.8,4,1.3,1,3,0,1,4.92,4.0,3,0.6,RIESGO_ALTO
6,4,8,mixto,noche,66.9,12.3,5.0,3,68.1,3,18.9,1,4,0,2,2.11,5.9,3,0.75,DESERCION_PROBABLE
8,3,8,mixto,noche,63.6,5.3,5.0,3,68.7,2,6.2,1,2,1,1,5.59,2.59,1,0.33,RIESGO_ALTO
8,5,8,presencial,sabado_domingo,48.7,7.1,5.0,2,47.1,2,16.6,1,1,0,0,7.32,5.37,2,0.4,DESERCION_PROBABLE
2,3,12,presencial,noche,39.9,3.9,5.0,1,48.0,3,8.2,1,5,0,1,7.86,4.48,1,0.33,DESERCION_PROBABLE
8,5,10,remoto,noche,83.8,9.2,5.0,4,94.2,3,7.2,0,2,0,1,5.5,7.49,2,0.4,RIESGO_ALTO
4,3,9,presencial,noche,73.6,10.9,5.0,3,77.2,2,15.2,1,2,0,1,5.33,6.93,2,0.67,RIESGO_ALTO
9,2,9,remoto,sabado_domingo,69.5,10.4,5.0,2,90.1,1,15.8,1,2,1,1,4.12,4.13,1,0.5,RIESGO_ALTO
2,2,8,mixto,noche,81.8,12.5,5.0,1,76.0,3,10.4,1,2,0,0,4.23,6.43,1,0.5,RIESGO_ALTO
2,2,8,presencial,sabado_domingo,54.3,6.1,5.0,1,55.8,3,0.3,1,2,1,2,6.22,5.92,1,0.5,RIESGO_ALTO
2,2,12,presencial,noche,52.9,8.3,5.0,1,61.2,1,14.8,1,5,1,0,6.4,5.17,1,0.5,RIESGO_ALTO
10,2,10,presencial,sabado_domingo,50.8,11.9,5.0,3,74.3,3,17.8,1,1,1,1,2.11,4.44,2,1.0,DESERCION_PROBABLE
5,2,0,mixto,noche,78.3,13.8,5.0,0,79.6,4,17.6,1,3,0,3,6.28,2.97,1,0.5,EN_RIESGO
9,5,9,mixto,noche,68.7,10.1,5.0,3,69.3,3,19.6,1,5,1,1,7.75,4.49,1,0.2,RIESGO_ALTO
10,3,9,remoto,noche,82.6,10.3,5.0,4,85.3,4,0.3,0,4,0,2,5.21,4.62,2,0.67,RIESGO_ALTO
1,5,8,mixto,noche,68.8,4.9,5.0,0,61.6,3,10.5,1,5,0,1,1.99,5.82,4,0.8,DESERCION_PROBABLE
6,3,0,mixto,sabado_domingo,89.7,14.4,5.0,5,82.5,3,29.1,1,5,1,1,4.82,4.13,2,0.67,RIESGO_ALTO
5,5,10,mixto,noche,63.0,9.3,5.0,0,72.3,1,17.4,1,4,0,1,5.41,4.13,3,0.6,RIESGO_ALTO
2,4,9,presencial,noche,66.0,9.1,5.0,1,67.7,3,70.9,1,1,0,0,1.72,4.48,3,0.75,DESERCION_PROBABLE
5,4,8,presencial,noche,65.9,11.8,5.0,0,77.4,3,12.1,1,3,1,2,8.51,7.09,1,0.25,EN_RIESGO
7,4,10,remoto,noche,74.0,8.9,5.0,3,83.4,4,5.7,1,4,0,0,6.22,4.88,2,0.5,RIESGO_ALTO
3,3,10,sin_trabajo,noche,37.4,10.4,5.0,1,55.8,3,32.5,1,2,1,0,2.57,6.67,2,0.67,DESERCION_PROBABLE
7,4,8,presencial,noche,69.7,12.0,5.0,2,76.1,2,35.9,1,3,0,0,2.85,6.46,3,0.75,RIESGO_ALTO
8,5,8,remoto,noche,68.1,11.4,5.0,4,57.9,2,28.0,1,2,0,0,4.68,7.51,3,0.6,DESERCION_PROBABLE
10,4,10,remoto,sabado_domingo,78.8,5.4,5.0,4,82.6,1,3.1,1,2,0,0,4.23,6.33,2,0.5,DESERCION_PROBABLE
4,5,9,mixto,noche,92.5,9.9,5.0,3,100.0,3,4.4,0,1,1,0,7.72,0.9,1,0.2,EN_RIESGO
3,2,10,remoto,sabado_domingo,74.2,9.2,5.0,2,83.3,3,12.8,1,5,0,2,0.85,3.43,2,1.0,DESERCION_PROBABLE
10,3,12,presencial,sabado_domingo,52.5,1.0,5.0,3,55.9,3,13.1,0,2,0,2,7.14,4.22,1,0.33,DESERCION_PROBABLE
9,5,8,sin_trabajo,sabado_domingo,88.0,7.5,5.0,4,86.2,3,20.7,1,5,0,2,3.9,3.81,3,0.6,RIESGO_ALTO
3,2,8,presencial,noche,62.7,7.2,5.0,0,76.9,2,12.0,0,5,1,0,6.26,3.27,1,0.5,RIESGO_ALTO
2,5,4,sin_trabajo,noche,88.9,9.2,5.0,0,97.6,3,9.4,1,5,1,1,2.11,3.35,4,0.8,RIESGO_ALTO
8,5,10,presencial,noche,69.8,1.0,5.0,2,77.4,3,3.5,1,3,1,0,3.72,3.06,3,0.6,DESERCION_PROBABLE
9,4,8,presencial,sabado_domingo,61.3,9.8,5.0,4,71.4,4,31.4,1,4,0,0,5.13,5.64,2,0.5,RIESGO_ALTO
6,5,10,remoto,noche,61.4,6.6,5.0,2,70.1,2,9.4,1,3,0,0,4.49,4.83,3,0.6,DESERCION_PROBABLE
4,4,9,remoto,sabado_domingo,51.5,13.3,5.0,1,52.3,2,7.6,0,1,0,1,3.04,4.65,3,0.75,DESERCION_PROBABLE
3,5,4,presencial,sabado_domingo,79.2,11.4,5.0,0,81.1,4,13.8,1,1,1,0,2.37,0.02,4,0.8,RIESGO_ALTO
8,4,8,presencial,sabado_domingo,79.9,7.7,5.0,2,70.3,4,10.9,0,3,0,1,3.2,3.05,3,0.75,DESERCION_PROBABLE
6,4,8,mixto,sabado_domingo,63.0,10.1,5.0,3,76.8,2,27.5,1,3,1,0,6.51,4.73,2,0.5,RIESGO_ALTO
9,3,8,mixto,noche,66.2,11.5,5.0,4,69.6,3,0.6,1,2,0,2,6.89,5.39,1,0.33,RIESGO_ALTO
6,2,8,mixto,noche,79.5,11.6,5.0,1,86.0,4,3.1,1,5,0,0,2.75,2.68,2,1.0,RIESGO_ALTO
7,2,9,presencial,sabado_domingo,79.2,7.5,5.0,3,90.4,3,44.6,1,1,0,0,4.73,3.45,1,0.5,RIESGO_ALTO
3,2,9,mixto,sabado_domingo,67.3,9.2,5.0,1,82.0,3,55.2,1,4,1,0,3.81,2.11,1,0.5,RIESGO_ALTO
4,3,9,presencial,sabado_domingo,73.2,10.7,5.0,1,80.0,3,7.6,0,5,0,1,3.73,4.28,2,0.67,RIESGO_ALTO
5,4,4,remoto,noche,69.4,12.7,5.0,2,86.0,3,1.1,1,3,0,3,3.82,5.24,3,0.75,RIESGO_ALTO
10,2,9,remoto,noche,74.6,9.1,5.0,4,93.7,4,2.9,1,3,0,3,7.54,4.35,1,0.5,RIESGO_ALTO
9,3,10,presencial,noche,82.1,9.2,5.0,3,90.1,2,1.1,0,3,0,0,2.94,2.65,2,0.67,RIESGO_ALTO
7,2,9,sin_trabajo,noche,90.7,10.2,5.0,3,100.0,4,9.6,1,5,1,2,3.81,6.23,1,0.5,EN_RIESGO
2,5,9,presencial,noche,65.0,11.7,5.0,1,62.7,1,19.3,1,5,0,0,6.69,4.77,2,0.4,RIESGO_ALTO
8,5,8,presencial,sabado_domingo,77.9,12.5,5.0,3,87.9,3,19.9,1,4,0,3,2.77,6.0,4,0.8,DESERCION_PROBABLE
5,4,8,presencial,sabado_domingo,74.2,5.2,5.0,1,79.6,2,7.0,1,5,0,0,4.65,4.44,2,0.5,RIESGO_ALTO
4,2,8,mixto,noche,52.1,9.6,5.0,1,50.0,2,2.5,1,4,1,0,5.11,1.92,1,0.5,RIESGO_ALTO
3,5,9,mixto,noche,81.4,8.4,5.0,1,96.2,3,18.1,1,4,0,2,7.47,0.0,2,0.4,RIESGO_ALTO
5,3,8,remoto,sabado_domingo,66.6,7.8,5.0,3,77.7,2,13.2,1,1,1,0,3.66,0.71,2,0.67,DESERCION_PROBABLE
3,5,10,sin_trabajo,noche,59.8,4.7,5.0,0,66.8,2,3.8,1,1,0,1,1.9,2.41,4,0.8,DESERCION_PROBABLE
9,4,8,remoto,noche,62.8,9.4,5.0,2,76.8,3,7.9,1,3,0,1,7.57,10.71,1,0.25,EN_RIESGO
6,2,0,mixto,noche,72.6,16.0,5.0,1,75.8,2,21.3,1,4,0,2,7.28,4.87,1,0.5,EN_RIESGO
8,4,10,presencial,sabado_domingo,77.4,10.7,5.0,2,85.1,4,3.8,0,3,1,2,5.0,1.12,2,0.5,RIESGO_ALTO
7,2,8,mixto,sabado_domingo,84.8,12.5,6.91,3,91.5,4,20.1,1,3,0,0,4.73,8.5,1,0.5,EN_RIESGO
7,4,0,mixto,noche,74.4,16.1,5.0,0,71.6,3,1.3,1,2,0,1,3.95,3.88,3,0.75,RIESGO_ALTO
9,5,8,presencial,noche,91.7,5.8,5.0,4,100.0,3,65.0,0,1,0,0,8.67,3.42,1,0.2,RIESGO_ALTO
6,4,12,mixto,sabado_domingo,44.1,1.0,5.0,1,40.1,2,3.1,1,4,1,0,3.73,6.59,3,0.75,DESERCION_PROBABLE
5,5,9,mixto,noche,76.6,12.1,5.0,1,77.7,3,45.2,1,5,1,0,7.78,5.92,1,0.2,EN_RIESGO
