edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica,modalidad_trabajo_enc,situacion_enc,cluster,pca_x,pca_y,perfil_academico
27,8,0,0.0,No aplica,0.0,0,1,5,29.499999999999996,6.5,1.0,9.2,100.0,9.2,13.2,15.4,20.0,17.26,Aprobado,1,0,2,-4.57310391986476,-0.17353834691793865,Estudiante de Alto Rendimiento
26,7,1,23.9,Presencial,1.73,0,1,7,11.0,6.4,4.4,5.6,82.6,7.9,12.8,13.6,17.2,15.24,Aprobado,2,0,1,-0.5655919228959618,-0.8388572566980578,Trabajador Esforzado
25,6,1,21.6,Hibrido,0.24,0,0,6,17.6,7.2,2.1,7.7,95.2,8.8,13.2,16.8,19.7,17.53,Aprobado,0,0,2,-2.434091311153676,-0.6096983330375759,Estudiante de Alto Rendimiento
19,4,1,23.8,Presencial,1.79,0,0,5,16.4,5.3,3.9,7.3,74.7,6.4,11.2,12.5,15.4,13.69,Aprobado,2,0,1,-0.3840640730753107,-1.13815882587842,Trabajador Esforzado
21,8,1,25.5,Presencial,1.59,2,0,3,6.7,5.2,7.5,5.8,74.8,4.8,11.3,9.2,6.2,8.12,Riesgo,2,2,0,1.7712914355692668,0.7206281491106163,Vulnerable por Carga Familiar y Estres
25,9,1,28.7,Hibrido,0.91,2,0,7,15.2,5.7,7.5,5.2,81.4,9.6,10.8,15.6,13.1,13.39,Aprobado,0,0,1,-0.10608414741710459,0.796079118559027,Trabajador Esforzado
20,1,1,38.9,Presencial,0.72,1,0,5,8.1,6.0,8.8,4.6,86.0,2.5,4.5,6.1,5.7,5.58,Riesgo,2,2,3,2.210889757871981,0.3255020721380912,Riesgo por Ausentismo Laboral
25,4,1,22.3,Remoto,0.45,1,0,4,16.3,6.3,5.8,6.2,85.6,5.0,8.8,12.3,10.2,10.55,Riesgo,3,2,1,-0.10722127140301692,0.24267157638878115,Trabajador Esforzado
19,10,1,48.0,Presencial,2.19,2,0,5,11.3,6.0,9.0,4.1,71.7,6.2,9.3,10.3,7.9,8.9,Riesgo,2,2,0,2.323445546148785,0.3332830662921042,Vulnerable por Carga Familiar y Estres
29,9,1,22.5,Presencial,2.11,0,0,7,10.5,6.8,6.6,3.8,81.8,6.9,11.7,12.2,10.8,11.4,Aprobado,2,0,1,0.16147481957297904,-0.5900463762888117,Trabajador Esforzado
19,10,0,0.0,No aplica,0.33,1,0,3,22.9,6.9,2.2,7.3,90.7,10.0,13.3,14.9,20.0,17.13,Aprobado,1,0,2,-3.417011405945163,0.3417912832274089,Estudiante de Alto Rendimiento
19,2,0,0.0,No aplica,0.24,0,0,3,29.499999999999996,6.6,1.0,9.7,97.4,9.3,12.1,10.5,19.7,15.42,Aprobado,1,0,2,-4.469919375848305,-0.2680753890846184,Estudiante de Alto Rendimiento
27,5,1,40.6,Presencial,1.67,0,0,6,12.8,6.7,7.1,6.0,72.9,6.9,8.6,7.5,11.6,9.77,Riesgo,2,2,3,1.103443035030659,-1.1796329518885482,Riesgo por Ausentismo Laboral
21,2,1,28.5,Remoto,0.42,2,0,7,17.9,6.9,4.4,6.6,76.8,8.1,10.9,12.4,12.0,11.9,Aprobado,3,0,1,-0.45330810663721716,0.3429364080774911,Trabajador Esforzado
23,9,1,33.1,Presencial,2.03,2,0,7,11.5,5.7,7.2,4.8,72.4,3.3,9.0,12.1,8.4,9.63,Riesgo,2,2,0,2.024208327672664,0.49915365837095965,Vulnerable por Carga Familiar y Estres
22,6,1,33.3,Presencial,2.34,0,0,7,12.6,6.6,4.4,5.8,85.5,6.3,12.6,11.2,11.5,11.63,Aprobado,2,0,1,-0.18202693848673793,-0.8709227631454647,Trabajador Esforzado
21,3,1,31.1,Remoto,0.28,3,0,3,7.7,5.8,8.4,3.5,82.4,4.2,8.2,10.0,7.3,8.29,Riesgo,3,2,0,1.9604448498370246,1.7344947783548013,Vulnerable por Carga Familiar y Estres
29,1,1,19.6,Hibrido,0.63,1,0,5,20.7,5.4,5.7,6.8,86.1,7.1,11.4,13.9,14.8,13.85,Aprobado,0,0,1,-1.018206751434267,0.25417271847475376,Trabajador Esforzado
28,8,1,10.1,Presencial,1.43,1,0,4,20.5,5.3,2.0,7.6,89.4,7.6,11.8,14.0,19.0,16.06,Aprobado,2,0,2,-2.3827795230461684,0.1436446862030177,Estudiante de Alto Rendimiento
21,9,1,23.2,Presencial,1.13,1,0,3,11.1,7.4,5.1,6.5,78.4,8.6,10.8,10.8,13.2,12.0,Aprobado,2,0,1,-0.2667278968159731,-0.1796398162303042,Trabajador Esforzado
28,9,1,44.5,Presencial,0.94,2,1,4,7.8,6.3,8.8,6.6,79.4,4.9,11.2,11.6,9.7,10.57,Riesgo,2,2,0,2.3391846232103832,0.6764232132450737,Vulnerable por Carga Familiar y Estres
28,10,1,44.8,Hibrido,0.44,4,0,7,0.0,5.9,9.2,4.0,71.5,2.0,9.3,5.4,0.0,3.48,Desercion,0,1,0,4.267159581945347,1.9680394631902265,Vulnerable por Carga Familiar y Estres
26,9,0,0.0,No aplica,0.49,1,1,5,22.8,7.7,1.7,7.3,99.1,7.1,16.8,20.0,20.0,19.36,Aprobado,1,0,2,-3.301557773967902,0.6494994494154714,Estudiante de Alto Rendimiento
26,8,1,22.3,Presencial,1.72,0,1,4,6.9,6.1,6.9,6.1,73.0,4.9,7.7,12.6,9.8,10.22,Riesgo,2,2,3,1.3399104404166045,-0.8254502059048239,Riesgo por Ausentismo Laboral
32,9,1,32.2,Presencial,1.78,1,1,6,5.4,7.0,6.0,6.8,83.3,4.5,10.3,11.0,9.8,10.26,Riesgo,2,2,3,1.2872637771277413,0.01373923816016434,Riesgo por Ausentismo Laboral
24,10,1,33.5,Presencial,0.87,0,0,7,11.7,6.5,4.6,4.5,80.2,6.1,11.7,11.8,13.2,12.48,Aprobado,2,0,1,0.2323507747199164,-1.0377167793255624,Trabajador Esforzado
23,5,1,34.8,Remoto,0.08,1,1,6,11.0,5.7,6.9,6.5,76.0,7.1,10.0,11.2,11.8,11.26,Aprobado,3,0,3,0.941664884443491,-0.2530459118566106,Riesgo por Ausentismo Laboral
26,8,1,9.8,Presencial,1.45,4,0,5,10.4,4.6,6.6,4.5,78.5,6.0,13.2,15.8,11.3,13.03,Aprobado,2,0,0,0.6085693727530567,2.4896781864420046,Vulnerable por Carga Familiar y Estres
30,9,1,48.0,Presencial,1.62,3,0,5,0.9,4.4,9.4,5.4,66.5,2.8,7.8,8.0,3.7,5.81,Desercion,2,1,0,4.290563501947427,0.9994327809843059,Vulnerable por Carga Familiar y Estres
28,2,1,39.1,Presencial,0.87,1,0,4,4.4,7.5,4.4,7.9,80.5,7.2,10.6,10.2,9.7,10.03,Riesgo,2,2,1,0.7889616479883005,-0.43527988514515153,Trabajador Esforzado
19,7,1,28.4,Remoto,0.24,0,0,7,17.2,7.7,5.6,6.0,84.7,5.8,12.5,13.7,17.3,15.26,Aprobado,3,0,1,-0.2752427540530926,-0.6743808163310215,Trabajador Esforzado
24,4,1,24.3,Hibrido,1.23,1,0,4,16.0,5.2,5.5,5.1,77.5,9.8,11.5,12.9,16.9,14.62,Aprobado,0,0,1,-0.7246891117342351,-0.21469937015764545,Trabajador Esforzado
29,2,1,37.9,Presencial,2.13,0,1,4,14.4,4.5,7.9,5.8,67.0,7.5,11.2,11.6,12.8,12.12,Aprobado,2,0,3,1.2269427222348503,-1.2694603835055487,Riesgo por Ausentismo Laboral
21,2,1,34.0,Hibrido,0.81,4,0,3,6.1,6.8,7.1,5.5,71.5,4.4,8.6,9.6,12.4,10.8,Riesgo,0,2,0,2.491320354116882,1.8914585654668365,Vulnerable por Carga Familiar y Estres
32,2,1,30.7,Presencial,2.11,0,0,6,11.5,6.3,7.3,4.2,82.4,8.7,11.6,11.1,11.6,11.45,Aprobado,2,0,1,0.08841635491440192,-0.6810788916172511,Trabajador Esforzado
30,9,0,0.0,No aplica,0.0,2,1,5,28.7,6.0,2.1,8.4,100.0,8.6,13.2,13.1,20.0,16.57,Aprobado,1,0,2,-3.8962800402438047,1.4292187665691913,Estudiante de Alto Rendimiento
30,8,1,29.1,Hibrido,1.27,0,0,7,13.9,5.4,6.7,4.2,75.4,7.4,12.3,9.0,11.9,11.11,Aprobado,0,0,1,0.3391294096335945,-0.9362871677300619,Trabajador Esforzado
19,2,1,33.2,Remoto,0.15,1,1,3,7.4,5.2,5.9,6.0,82.0,5.4,11.2,10.9,12.3,11.66,Aprobado,3,0,3,1.017231982435592,-0.07997623581859874,Riesgo por Ausentismo Laboral
26,7,1,35.8,Presencial,1.51,3,1,3,8.6,6.8,6.1,5.9,81.8,4.8,9.6,9.3,8.7,9.06,Riesgo,2,2,0,1.4395165491038528,1.3745443196622613,Vulnerable por Carga Familiar y Estres
25,7,1,32.7,Presencial,1.29,1,0,5,9.7,6.4,8.1,5.0,83.3,6.8,11.5,10.9,12.1,11.62,Aprobado,2,0,3,0.9494405792196436,0.17643336346398375,Riesgo por Ausentismo Laboral
27,6,1,32.3,Hibrido,1.11,1,0,3,9.9,4.7,7.1,6.3,75.7,8.3,10.1,12.6,10.5,11.05,Aprobado,0,0,1,0.7459057030675101,-0.22327186104491523,Trabajador Esforzado
30,7,1,41.1,Remoto,0.35,0,0,6,7.5,5.6,5.5,5.5,69.1,6.0,11.8,14.8,11.3,12.45,Aprobado,3,0,3,1.5405384205660313,-1.4727283875590567,Riesgo por Ausentismo Laboral
23,10,1,17.2,Presencial,2.02,0,1,7,14.2,8.0,2.0,7.3,86.1,6.9,16.5,13.9,15.9,15.42,Aprobado,2,0,1,-1.4995490601640933,-0.8242398017512117,Trabajador Esforzado
26,6,1,23.6,Remoto,0.34,1,0,7,16.5,6.6,4.9,6.3,88.5,6.5,12.0,14.6,15.4,14.48,Aprobado,3,0,1,-0.7375549937279164,0.19605995583658664,Trabajador Esforzado
28,7,1,30.2,Presencial,1.21,0,0,4,8.9,5.3,6.0,6.5,80.4,3.6,10.9,9.7,11.3,10.74,Riesgo,2,2,3,1.1685587077235124,-0.7713488902863119,Riesgo por Ausentismo Laboral
29,6,1,24.2,Presencial,0.73,1,0,4,11.1,5.9,5.5,5.8,86.0,7.1,9.8,10.5,13.7,11.96,Aprobado,2,0,1,-0.19052387053260603,0.14632270405773246,Trabajador Esforzado
29,4,0,0.0,No aplica,0.28,0,0,6,19.6,7.0,2.4,6.1,100.0,6.2,12.2,12.1,20.0,16.07,Aprobado,1,0,2,-2.8826644298551254,0.03656505119995836,Estudiante de Alto Rendimiento
23,9,1,40.3,Presencial,1.63,0,0,3,6.5,6.9,6.3,5.3,64.7,4.6,10.6,8.9,6.2,7.89,Riesgo,2,2,3,2.2753940943835875,-1.5010910509078847,Riesgo por Ausentismo Laboral
32,5,0,0.0,No aplica,0.11,2,0,3,15.7,6.8,4.0,7.0,88.7,8.4,13.2,16.2,20.0,17.5,Aprobado,1,0,2,-1.9210704557294969,1.2304950875573049,Estudiante de Alto Rendimiento
18,8,1,15.4,Presencial,0.04,2,0,5,21.1,7.4,4.4,5.8,89.9,5.2,9.5,9.1,11.6,10.43,Riesgo,2,2,2,-1.1194764972918696,1.1061544093425189,Estudiante de Alto Rendimiento
25,7,1,26.6,Hibrido,0.7,4,0,6,7.9,6.2,7.6,2.5,71.5,4.0,8.3,11.0,6.4,8.16,Riesgo,0,2,0,2.3149974318238495,2.0857240782520576,Vulnerable por Carga Familiar y Estres
27,7,0,0.0,No aplica,0.22,0,0,7,24.8,5.2,3.0,7.7,84.4,7.5,11.4,13.4,20.0,16.3,Aprobado,1,0,2,-2.6715498574613226,-0.48230367896346,Estudiante de Alto Rendimiento
18,8,0,0.0,No aplica,0.38,0,0,4,18.2,7.6,2.5,6.3,88.4,6.8,10.8,12.9,17.9,14.98,Aprobado,1,0,2,-2.3283143892180065,-0.37806543163779366,Estudiante de Alto Rendimiento
24,8,1,34.4,Presencial,1.95,0,0,3,10.0,6.1,7.2,6.0,73.1,7.2,10.2,9.3,13.2,11.43,Aprobado,2,0,3,1.0634306889789769,-1.05694159837683,Riesgo por Ausentismo Laboral
26,6,1,33.8,Presencial,1.19,3,0,5,11.1,5.4,4.0,9.1,80.1,5.4,12.6,16.6,8.6,11.8,Aprobado,2,0,0,0.6810589686345689,1.1171760457390312,Vulnerable por Carga Familiar y Estres
27,7,0,0.0,No aplica,0.48,1,0,6,26.6,7.1,1.0,7.6,87.1,5.6,12.3,12.9,17.2,14.93,Aprobado,1,0,2,-2.8442898968922545,0.18160223554068472,Estudiante de Alto Rendimiento
19,6,0,0.0,No aplica,0.32,3,0,3,19.6,6.5,4.8,6.7,84.1,9.0,9.9,9.8,12.8,11.32,Aprobado,1,0,2,-1.8222676777286988,1.875709777726402,Estudiante de Alto Rendimiento
22,4,0,0.0,No aplica,0.49,3,0,5,21.7,6.8,6.3,5.8,88.5,8.6,16.2,15.5,19.8,17.79,Aprobado,1,0,2,-1.776215571730199,2.1980886572746554,Estudiante de Alto Rendimiento
21,8,1,25.0,Remoto,0.35,0,0,3,19.6,5.9,5.3,4.6,83.5,5.3,11.8,11.5,14.2,12.91,Aprobado,3,0,1,-0.46519891155967535,-0.6765545592062342,Trabajador Esforzado
27,9,1,27.7,Presencial,1.55,0,0,5,19.5,5.8,6.2,3.2,82.9,7.5,10.2,10.9,14.1,12.36,Aprobado,2,0,1,-0.6157392614028404,-0.6988008629715362,Trabajador Esforzado
22,8,1,35.5,Presencial,1.93,0,0,7,13.1,7.1,8.7,2.9,74.1,6.3,10.4,11.0,13.1,11.93,Aprobado,2,0,3,1.3394481538416405,-0.8645370264250088,Riesgo por Ausentismo Laboral
26,8,1,33.2,Remoto,0.0,1,0,5,15.5,6.1,4.9,6.0,79.4,9.2,12.3,12.6,17.2,14.84,Aprobado,3,0,1,-0.49705167524789023,-0.3576143386246868,Trabajador Esforzado
28,9,0,0.0,No aplica,0.0,4,1,5,21.0,6.8,6.7,7.8,99.5,6.3,9.5,8.9,12.7,10.92,Riesgo,1,2,2,-1.5476132468037582,3.4171792337240356,Estudiante de Alto Rendimiento
29,4,1,26.9,Presencial,1.39,0,0,3,9.2,6.0,6.3,6.1,78.7,5.4,7.4,6.3,9.1,7.92,Riesgo,2,2,3,0.802992234360868,-0.7791154522544768,Riesgo por Ausentismo Laboral
20,1,0,0.0,No aplica,0.39,2,0,6,18.9,7.7,1.2,7.5,88.3,6.6,10.1,11.6,18.2,14.6,Aprobado,1,0,2,-2.370714814494579,0.9609095823388183,Estudiante de Alto Rendimiento
31,4,1,35.4,Remoto,0.38,0,0,7,11.5,6.4,3.0,6.5,90.9,6.8,13.4,9.8,15.0,13.12,Aprobado,3,0,1,-0.7049091513399418,-0.8743610807300073,Trabajador Esforzado
20,8,1,30.9,Remoto,0.58,2,1,3,11.1,5.8,6.0,5.0,70.9,5.3,7.8,11.9,9.5,9.88,Riesgo,3,2,0,1.3651585046430976,0.3170278081094009,Vulnerable por Carga Familiar y Estres
18,9,1,34.8,Presencial,1.91,0,0,6,6.3,7.3,7.2,3.2,75.0,6.0,10.8,10.5,11.8,11.21,Aprobado,2,0,3,1.5191263033144862,-0.9713103752629912,Riesgo por Ausentismo Laboral
18,6,1,24.6,Hibrido,0.82,1,0,4,9.0,6.2,5.3,5.2,84.8,4.5,10.5,12.4,12.0,11.82,Aprobado,0,0,3,0.5492007692432659,0.1306122763974581,Riesgo por Ausentismo Laboral
21,8,1,13.1,Presencial,2.22,1,0,7,11.9,6.9,5.1,6.7,86.3,7.3,10.9,11.4,10.3,10.75,Riesgo,2,2,1,-0.7500272539329236,0.3106302324629961,Trabajador Esforzado
31,1,1,25.1,Presencial,1.69,0,0,7,16.6,5.5,7.4,4.7,81.7,6.0,10.4,13.3,12.6,12.37,Aprobado,2,0,1,0.1597837428150321,-0.5370288890420547,Trabajador Esforzado
21,7,1,36.0,Hibrido,0.82,4,0,6,9.2,5.1,7.9,4.2,73.5,5.0,11.6,9.8,6.5,8.51,Riesgo,0,2,0,2.274079560270948,1.9978935200406402,Vulnerable por Carga Familiar y Estres
28,7,1,30.6,Presencial,2.43,2,0,5,10.4,6.7,9.2,4.8,88.0,5.1,8.7,13.0,8.7,9.99,Riesgo,2,2,0,1.3329562051080066,1.2701756179210615,Vulnerable por Carga Familiar y Estres
24,6,1,28.9,Remoto,0.37,0,1,4,11.8,6.4,5.6,4.8,76.4,6.5,10.4,11.0,11.4,11.08,Aprobado,3,0,1,0.39357519142519937,-0.9935456075435157,Trabajador Esforzado
18,8,1,23.2,Presencial,0.47,0,0,6,8.2,6.7,5.8,6.2,73.9,5.1,10.2,7.8,7.5,8.13,Riesgo,2,2,3,0.9442301230651723,-0.9292558485794946,Riesgo por Ausentismo Laboral
24,5,1,14.4,Presencial,0.8,0,1,6,20.1,6.6,2.5,6.5,88.7,6.8,11.1,10.8,17.5,14.21,Aprobado,2,0,2,-2.0249529755024223,-0.6265282507157764,Estudiante de Alto Rendimiento
18,6,1,41.4,Remoto,0.08,0,0,4,9.5,6.0,5.4,6.9,70.7,7.6,13.1,13.4,12.5,12.89,Aprobado,3,0,3,0.9595494544199997,-1.4656384147828958,Riesgo por Ausentismo Laboral
25,7,1,28.3,Presencial,0.81,0,0,5,2.8,6.2,6.5,5.5,64.4,3.8,11.2,9.6,6.8,8.52,Riesgo,2,2,3,2.3985451325248652,-1.257947017182921,Riesgo por Ausentismo Laboral
26,8,1,26.6,Remoto,0.66,0,1,5,17.5,6.0,4.0,7.0,82.3,8.2,11.0,14.1,15.2,14.03,Aprobado,3,0,1,-1.1040606621261888,-0.946125623735862,Trabajador Esforzado
25,3,1,24.6,Presencial,1.64,3,0,7,5.7,6.0,7.8,4.6,68.0,6.3,12.5,10.0,8.2,9.6,Riesgo,2,2,0,2.0120922054316215,1.2320117750818727,Vulnerable por Carga Familiar y Estres
22,4,0,0.0,No aplica,0.34,4,1,6,13.8,6.4,7.4,5.5,90.5,9.8,11.8,11.1,17.8,14.59,Aprobado,1,0,2,-1.1714648054166843,3.0959993939549326,Estudiante de Alto Rendimiento
29,5,1,37.1,Remoto,0.0,0,0,7,0.0,6.3,7.8,3.9,78.2,8.4,8.6,8.2,13.8,11.08,Aprobado,3,0,3,1.530059881643993,-0.887341658342491,Riesgo por Ausentismo Laboral
26,3,1,22.3,Presencial,1.86,2,0,3,9.3,6.7,5.3,7.1,77.6,6.0,13.1,13.2,10.9,12.03,Aprobado,2,0,0,0.6012070214858731,0.6215731767708246,Vulnerable por Carga Familiar y Estres
21,4,1,39.3,Remoto,0.13,0,1,6,5.9,7.3,5.7,5.6,80.5,6.6,11.4,12.7,12.6,12.39,Aprobado,3,0,3,0.972372571316202,-1.026978392498757,Riesgo por Ausentismo Laboral
24,4,1,28.8,Presencial,1.58,1,0,4,15.2,6.7,6.0,6.2,81.7,6.7,12.2,10.3,13.8,12.43,Aprobado,2,0,1,0.05021055196988059,-0.028148532037591382,Trabajador Esforzado
19,4,1,25.1,Presencial,1.07,0,0,4,12.6,5.8,4.7,7.1,77.4,7.1,10.3,12.4,12.6,12.08,Aprobado,2,0,1,-0.16128603689924026,-0.9967287016090594,Trabajador Esforzado
31,5,1,27.7,Presencial,1.78,0,0,3,15.8,5.8,4.2,5.9,78.7,10.0,11.2,13.7,16.4,14.55,Aprobado,2,0,1,-1.1099648753057956,-1.1112291433925112,Trabajador Esforzado
29,6,1,23.7,Remoto,0.37,0,0,5,12.2,7.3,5.1,6.7,79.2,8.8,12.2,12.9,17.3,14.96,Aprobado,3,0,1,-0.538038379343065,-0.9017173079658383,Trabajador Esforzado
22,7,0,0.0,No aplica,0.0,2,0,7,21.5,7.3,2.0,7.2,86.9,8.1,16.0,14.3,20.0,17.49,Aprobado,1,0,2,-2.6439020881873683,0.9633543499900689,Estudiante de Alto Rendimiento
28,4,1,58.25,Presencial,1.7,1,0,6,11.3,6.9,6.9,3.6,73.2,5.6,9.7,10.6,9.0,9.62,Riesgo,2,2,3,2.123390343212822,-0.7428256963528479,Riesgo por Ausentismo Laboral
28,9,1,28.2,Hibrido,0.87,2,0,7,15.5,6.0,8.1,4.7,88.8,8.0,13.2,12.3,16.1,14.38,Aprobado,0,0,1,-0.025509555519677634,1.165059888754665,Trabajador Esforzado
27,5,1,34.9,Presencial,0.29,0,0,6,14.4,6.0,6.2,7.8,75.1,7.1,15.2,15.2,15.2,15.2,Aprobado,2,0,1,0.4559106430537394,-1.0974208642218266,Trabajador Esforzado
18,8,0,0.0,No aplica,0.0,1,0,3,16.9,7.3,3.1,6.6,95.1,6.8,11.4,11.3,14.6,12.97,Aprobado,1,0,2,-2.2965951535317184,0.660278569472154,Estudiante de Alto Rendimiento
31,2,1,34.4,Presencial,1.35,0,1,6,13.7,5.1,7.8,5.2,74.6,6.0,10.9,9.9,9.7,10.0,Riesgo,2,2,3,1.1022283125222483,-0.9149867320617433,Riesgo por Ausentismo Laboral
32,2,1,13.6,Presencial,1.94,0,1,7,13.7,6.7,4.1,7.6,84.6,6.8,11.3,9.6,12.0,11.14,Aprobado,2,0,1,-1.0235786155147273,-0.5903176585753793,Trabajador Esforzado
32,5,1,23.1,Presencial,1.13,0,1,7,18.2,8.0,4.4,5.4,86.1,8.0,11.2,12.9,15.9,14.06,Aprobado,2,0,1,-1.3200128044327113,-0.7018011600499773,Trabajador Esforzado
32,4,1,34.6,Presencial,2.87,0,0,5,10.7,6.0,5.8,5.2,69.7,5.4,8.8,8.9,7.5,8.18,Riesgo,2,2,3,1.2581918136011225,-1.2900001504576566,Riesgo por Ausentismo Laboral
31,5,1,19.8,Remoto,0.51,2,0,5,9.6,6.4,6.4,6.7,80.4,5.6,7.0,9.7,8.2,8.41,Riesgo,3,2,0,0.6912960902018331,0.8900247095250516,Vulnerable por Carga Familiar y Estres
29,2,1,33.0,Presencial,1.09,1,0,7,10.0,6.0,4.7,7.1,71.2,6.4,9.7,13.2,9.0,10.4,Riesgo,2,2,3,0.8565223398703731,-0.6072561340582668,Riesgo por Ausentismo Laboral
18,5,1,18.9,Presencial,1.51,1,0,7,13.0,7.7,3.9,6.9,73.9,8.3,10.7,10.6,12.4,11.52,Aprobado,2,0,1,-0.529883533790603,-0.3816082175787848,Trabajador Esforzado
24,7,1,30.1,Remoto,0.41,0,0,5,12.0,5.4,4.6,4.9,82.9,7.6,11.8,10.2,13.8,12.32,Aprobado,3,0,1,-0.3488299058828436,-0.9123953043009011,Trabajador Esforzado
21,8,1,42.9,Remoto,0.27,0,1,6,3.7,6.7,7.2,4.5,85.6,7.3,16.1,16.3,11.0,13.61,Aprobado,3,0,3,1.187144749748108,-0.7681203557667707,Riesgo por Ausentismo Laboral
21,3,1,58.25,Presencial,2.11,1,0,4,29.499999999999996,5.9,9.9,4.1,73.5,7.8,12.2,14.5,9.1,11.34,Aprobado,2,0,1,0.9317561936810748,-0.4631859843649268,Trabajador Esforzado
30,4,1,15.2,Presencial,1.86,0,0,6,19.8,6.1,2.9,4.3,83.1,6.1,11.6,10.5,15.5,13.22,Aprobado,2,0,1,-1.4712806378687444,-0.7831484140449263,Trabajador Esforzado
30,6,1,36.8,Presencial,1.86,0,0,7,7.4,4.9,6.7,6.1,81.7,7.6,11.4,10.4,8.5,9.65,Riesgo,2,2,1,0.7279290328501812,-0.8555679011452014,Trabajador Esforzado
25,6,0,0.0,No aplica,0.4,0,0,7,27.1,8.3,1.2,9.5,85.2,7.4,12.6,12.8,20.0,16.36,Aprobado,1,0,2,-3.255464967976919,-0.640480333445779,Estudiante de Alto Rendimiento
29,8,1,48.0,Remoto,0.59,3,0,7,2.3,6.1,7.4,6.7,81.1,7.0,11.8,14.9,7.1,10.38,Riesgo,3,2,0,2.1498555492295415,1.2193697968163442,Vulnerable por Carga Familiar y Estres
19,4,1,33.8,Remoto,0.3,0,1,3,11.0,5.2,4.8,7.6,79.4,6.2,9.1,8.8,9.5,9.21,Riesgo,3,2,1,0.3552032610689155,-1.0527290923488046,Trabajador Esforzado
21,7,1,19.1,Presencial,1.95,0,0,5,10.3,5.7,2.8,7.9,80.9,7.0,13.0,14.4,15.0,14.42,Aprobado,2,0,1,-0.7433463370951553,-0.961661140171414,Trabajador Esforzado
30,9,1,33.5,Presencial,1.04,1,0,5,6.1,5.7,7.7,5.5,78.1,4.7,8.4,8.7,6.3,7.44,Riesgo,2,2,3,1.855310482301007,-0.020336053313510776,Riesgo por Ausentismo Laboral
24,3,1,42.8,Presencial,1.36,3,0,5,0.0,6.2,8.0,4.2,73.9,3.9,9.1,11.5,6.1,8.32,Riesgo,2,2,0,3.2953107733983176,1.1857575820102644,Vulnerable por Carga Familiar y Estres
26,9,1,28.5,Presencial,1.58,0,0,3,18.6,6.2,6.4,4.9,77.5,7.8,10.8,12.2,14.8,13.22,Aprobado,2,0,1,-0.28429027960403924,-0.8905726576673838,Trabajador Esforzado
24,4,1,38.3,Presencial,1.53,0,0,6,11.2,5.4,7.1,5.5,78.5,6.9,10.2,12.1,7.3,9.32,Riesgo,2,2,3,0.8816063494131346,-0.9392703566877885,Riesgo por Ausentismo Laboral
21,4,1,23.3,Presencial,0.7,4,0,6,10.7,5.9,7.0,4.3,79.4,6.4,14.2,13.4,12.6,13.16,Aprobado,2,0,0,0.976537410645333,2.3121291952211003,Vulnerable por Carga Familiar y Estres
30,7,1,33.0,Presencial,1.12,3,0,3,11.0,6.9,6.4,5.1,75.1,4.8,10.9,9.2,6.6,8.24,Riesgo,2,2,0,1.5568507674252923,1.2184111435797798,Vulnerable por Carga Familiar y Estres
29,7,1,10.1,Presencial,1.59,1,0,4,10.1,7.3,5.3,8.3,79.6,10.0,10.4,12.8,14.7,13.27,Aprobado,2,0,1,-0.9233488492378834,0.09002420647464243,Trabajador Esforzado
28,6,1,22.4,Presencial,1.29,0,0,7,11.0,5.2,5.4,5.3,79.6,7.2,10.1,12.1,12.3,11.8,Aprobado,2,0,1,-0.1009646283025597,-0.798692921265135,Trabajador Esforzado
23,3,1,30.0,Presencial,2.16,0,0,4,11.7,5.5,6.5,5.7,70.1,4.8,9.9,8.9,7.3,8.3,Riesgo,2,2,3,1.298756426661101,-1.1067312298567977,Riesgo por Ausentismo Laboral
27,1,1,27.1,Remoto,0.25,3,0,7,11.0,5.9,8.2,2.9,75.6,5.7,12.4,11.7,10.0,10.99,Riesgo,3,2,0,1.5464735804513554,1.5121293225605288,Vulnerable por Carga Familiar y Estres
32,10,1,19.6,Remoto,0.0,1,0,3,15.2,6.6,3.4,6.3,74.4,6.7,10.0,11.7,12.0,11.51,Aprobado,3,0,1,-0.46393767877736225,-0.3947908894596607,Trabajador Esforzado
27,9,1,26.0,Presencial,1.63,0,0,4,14.3,7.5,3.9,6.0,78.0,7.8,9.2,7.2,14.7,11.35,Aprobado,2,0,1,-0.6137207300003746,-1.0903226747284405,Trabajador Esforzado
25,9,0,0.0,No aplica,0.2,0,0,7,14.6,7.2,3.6,6.9,95.6,9.8,13.8,14.2,20.0,17.02,Aprobado,1,0,2,-2.8036211404667406,-0.0706646155200432,Estudiante de Alto Rendimiento
22,6,1,29.3,Presencial,1.53,0,0,3,8.5,6.9,7.1,4.2,95.2,4.7,10.5,11.2,11.4,11.16,Aprobado,2,0,3,0.4666700379997949,-0.13708453684926666,Riesgo por Ausentismo Laboral
25,9,1,30.5,Presencial,1.4,2,0,5,13.0,4.3,6.5,5.1,77.9,7.8,14.6,14.1,13.8,14.05,Aprobado,2,0,1,0.44969030470451593,0.5724793956973205,Trabajador Esforzado
