edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica
23,5,1,41.3,Remoto,0.28,0,1,3,11.5,7.4,7.5,4.6,79.6,4.0,8.9,9.0,7.3,8.13,Riesgo
29,4,1,38.7,Hibrido,1.44,2,1,7,11.2,6.5,7.2,6.6,79.7,4.3,9.8,10.9,9.0,9.73,Riesgo
30,9,1,29.0,Hibrido,1.17,0,0,3,10.0,5.0,5.8,4.9,77.3,6.4,10.0,11.8,12.8,11.94,Aprobado
23,10,1,42.5,Hibrido,0.65,1,0,4,16.3,5.1,5.7,6.3,76.6,6.2,10.7,9.3,9.8,9.83,Riesgo
26,1,1,19.9,Hibrido,1.01,3,0,3,12.3,6.4,2.9,6.9,84.2,6.7,11.3,10.0,10.4,10.46,Riesgo
18,5,0,0.0,No aplica,0.1,0,1,3,20.4,6.7,1.8,8.9,99.3,9.1,16.3,14.2,20.0,17.52,Aprobado
22,2,0,0.0,No aplica,0.2,2,0,4,15.8,6.7,1.2,7.0,86.6,4.1,8.5,8.2,15.2,11.76,Aprobado
26,5,0,0.0,No aplica,0.33,3,0,6,17.5,5.8,4.4,6.2,86.5,7.7,12.1,14.0,15.2,14.22,Aprobado
20,7,1,27.7,Remoto,0.6,0,0,4,17.2,6.6,4.6,5.5,81.1,6.1,10.8,8.1,13.5,11.34,Aprobado
32,5,1,29.6,Presencial,2.59,0,0,6,9.3,6.4,6.2,7.1,75.3,5.4,10.3,11.3,7.6,9.25,Riesgo
32,4,1,23.5,Presencial,1.11,3,0,6,14.8,6.7,6.1,6.9,82.3,6.9,11.1,10.0,16.0,13.22,Aprobado
21,4,1,32.2,Hibrido,0.43,1,0,6,10.1,6.1,5.1,5.4,87.9,4.6,12.3,13.3,10.6,11.75,Aprobado
23,3,0,0.0,No aplica,0.45,0,0,6,25.4,6.5,1.0,7.3,100.0,8.4,13.2,13.4,20.0,16.66,Aprobado
20,4,1,30.2,Presencial,1.01,0,0,4,17.0,6.4,5.3,5.6,87.9,7.7,10.4,12.4,15.7,13.65,Aprobado
25,4,0,0.0,No aplica,0.28,0,1,7,20.4,7.4,4.4,7.3,95.4,8.6,13.7,15.6,18.3,16.57,Aprobado
19,7,1,32.1,Presencial,1.2,1,0,3,10.8,6.2,5.7,6.1,80.9,4.6,11.0,9.7,10.6,10.41,Riesgo
23,1,1,25.8,Presencial,1.81,2,0,7,7.0,7.3,7.2,4.6,59.4,6.1,8.7,8.2,6.2,7.3,Riesgo
26,1,1,22.1,Presencial,0.77,1,1,3,15.4,5.5,7.5,6.0,86.1,8.4,13.8,12.9,18.4,15.83,Aprobado
27,6,0,0.0,No aplica,0.6,0,0,6,21.3,7.8,1.5,8.5,88.4,7.6,11.2,12.1,20.0,15.87,Aprobado
26,7,1,47.4,Presencial,1.93,3,0,6,1.7,4.6,9.0,3.2,66.6,2.1,8.5,7.8,2.5,5.29,Desercion
21,3,1,45.5,Presencial,2.34,0,0,7,6.9,6.5,7.7,2.7,74.5,4.4,8.4,9.7,6.3,7.74,Riesgo
29,3,0,0.0,No aplica,0.22,0,0,5,17.9,5.5,4.1,8.8,83.3,5.3,11.7,16.1,16.6,15.47,Aprobado
28,7,1,27.9,Presencial,2.31,3,1,7,4.0,5.9,9.5,3.5,82.9,4.7,11.1,13.3,6.4,9.41,Riesgo
29,4,1,29.4,Presencial,1.3,0,1,4,11.9,7.1,5.0,3.9,86.1,4.6,10.2,8.2,6.0,7.5,Riesgo
25,8,1,33.2,Remoto,0.11,1,0,4,13.4,5.8,3.4,7.4,81.2,4.4,10.8,9.1,6.6,8.19,Riesgo
31,2,1,26.6,Presencial,0.49,2,0,7,16.2,6.0,3.2,5.6,90.7,9.0,10.4,12.9,15.4,13.65,Aprobado
23,2,1,40.6,Hibrido,1.53,0,1,5,17.9,6.1,6.1,6.9,69.9,4.8,11.0,9.2,11.8,10.86,Riesgo
30,6,1,13.7,Remoto,0.17,1,0,7,13.2,4.8,4.3,7.8,86.9,7.4,11.2,10.9,15.2,13.11,Aprobado
21,4,1,27.6,Presencial,1.84,3,0,5,5.2,6.3,7.4,4.7,67.3,2.5,10.8,8.0,5.3,7.21,Riesgo
21,8,1,36.4,Presencial,0.81,0,0,7,11.7,5.4,7.4,3.8,76.9,5.8,10.8,10.6,11.0,10.84,Riesgo
25,6,1,23.2,Presencial,1.4,3,0,3,11.0,6.9,5.2,6.6,71.5,6.5,8.4,6.9,9.5,8.5,Riesgo
26,4,1,28.1,Presencial,1.47,0,0,6,15.7,6.2,4.1,8.0,74.8,6.7,15.0,16.5,17.5,16.7,Aprobado
29,2,0,0.0,No aplica,0.39,3,0,4,17.3,6.9,5.4,5.9,87.5,6.2,12.2,14.0,14.6,13.94,Aprobado
22,2,0,0.0,No aplica,0.34,0,0,6,19.2,6.1,1.0,8.1,87.7,8.1,11.0,9.5,19.2,14.65,Aprobado
31,8,1,19.6,Remoto,0.25,1,1,4,18.1,7.0,5.3,5.3,90.7,6.4,11.9,13.6,14.1,13.51,Aprobado
22,3,1,19.1,Remoto,0.05,1,0,5,8.3,6.6,5.5,5.6,84.2,8.3,13.4,14.7,12.9,13.54,Aprobado
26,6,1,22.4,Hibrido,0.73,0,1,7,18.1,5.2,4.7,6.3,99.0,10.0,8.8,11.9,20.0,15.33,Aprobado
31,9,1,17.7,Hibrido,0.66,0,1,3,20.9,6.1,3.3,6.7,86.8,8.2,12.4,13.5,16.0,14.53,Aprobado
26,9,1,18.3,Presencial,2.17,2,0,6,15.3,6.8,5.7,4.9,83.0,6.3,10.8,11.4,14.6,12.88,Aprobado
28,3,0,0.0,No aplica,0.2,2,0,6,22.5,6.8,3.3,8.8,93.7,8.7,12.1,14.1,19.0,16.15,Aprobado
31,2,0,0.0,No aplica,0.46,0,0,4,14.7,7.7,1.0,8.2,80.7,7.6,9.6,9.1,14.6,11.95,Aprobado
32,8,1,27.5,Presencial,1.22,2,1,5,8.5,5.9,8.7,3.7,67.4,6.2,10.2,9.3,14.1,11.88,Aprobado
25,7,1,30.3,Presencial,2.1,0,0,7,7.2,7.4,5.9,5.9,67.7,6.2,8.3,11.6,10.6,10.44,Riesgo
24,4,1,22.4,Presencial,1.12,1,1,5,12.8,7.5,6.1,5.9,81.0,8.1,13.0,13.4,15.3,14.27,Aprobado
20,6,1,35.1,Remoto,0.25,1,1,3,14.9,4.6,7.3,4.9,78.4,6.9,10.2,11.3,10.2,10.53,Riesgo
26,2,1,45.0,Presencial,1.95,2,0,6,0.0,6.3,10.0,2.4,57.2,3.6,8.7,11.1,4.6,7.37,Desercion
31,8,1,22.9,Remoto,0.03,1,0,3,17.0,7.5,2.8,7.5,83.9,6.6,12.3,14.2,16.3,14.87,Aprobado
25,8,1,43.8,Presencial,1.53,0,0,4,6.5,6.4,8.2,4.6,72.5,4.0,9.4,13.2,5.2,8.44,Riesgo
23,3,1,32.9,Presencial,2.53,0,0,7,6.1,6.3,5.5,6.3,65.5,5.1,8.8,8.7,8.7,8.72,Riesgo
19,5,0,0.0,No aplica,0.31,0,0,6,23.3,5.9,2.4,7.9,96.9,8.7,12.8,13.5,18.0,15.61,Aprobado
23,4,1,33.2,Presencial,1.8,1,0,6,8.7,5.9,7.5,5.1,66.6,3.7,9.2,8.7,4.3,6.6,Riesgo
21,1,1,33.1,Remoto,0.16,0,1,4,6.4,5.9,6.2,4.5,79.2,4.9,13.0,13.4,10.7,11.97,Aprobado
32,2,1,44.9,Hibrido,0.94,0,0,3,13.7,6.5,3.7,9.5,73.2,7.3,11.3,13.5,15.3,13.96,Aprobado
25,10,0,0.0,No aplica,0.05,0,0,7,22.6,7.8,1.5,8.6,91.7,8.9,14.4,16.1,20.0,17.71,Aprobado
20,5,1,34.3,Presencial,2.01,0,0,4,4.1,6.2,6.8,6.0,69.7,5.3,11.6,12.7,13.1,12.68,Aprobado
19,2,1,26.6,Presencial,1.61,1,0,7,18.3,5.4,6.7,5.9,81.7,8.2,12.5,11.3,15.9,13.84,Aprobado
30,1,0,0.0,No aplica,0.09,3,0,4,20.3,4.9,3.3,7.1,79.7,6.0,11.2,11.4,13.3,12.31,Aprobado
31,4,1,22.3,Hibrido,1.27,0,0,5,3.3,7.2,4.4,5.6,74.4,7.0,12.0,14.1,13.6,13.43,Aprobado
29,10,1,30.9,Hibrido,0.7,0,0,6,14.0,6.7,3.8,6.7,82.4,7.4,8.9,10.1,11.2,10.41,Riesgo
19,4,1,48.0,Presencial,1.79,0,0,4,0.3,4.3,7.4,4.0,72.8,5.3,11.3,8.8,5.8,7.8,Riesgo
19,10,1,10.0,Remoto,0.32,1,0,6,17.5,7.1,3.1,5.8,83.7,6.4,12.9,15.4,18.1,16.25,Aprobado
20,5,1,31.9,Hibrido,0.5,1,0,4,1.7,7.0,7.1,7.2,67.6,4.8,10.7,8.9,8.3,8.96,Riesgo
29,8,1,32.2,Presencial,1.41,0,1,5,10.8,4.1,7.1,5.9,82.7,3.5,7.6,8.1,5.5,6.7,Riesgo
29,8,1,28.2,Presencial,1.42,0,0,7,6.9,5.7,4.4,6.7,77.9,4.2,8.1,9.0,9.1,8.87,Riesgo
30,1,1,28.4,Hibrido,1.4,3,0,4,9.1,8.0,5.7,5.9,70.5,4.4,8.3,5.5,3.0,4.81,Riesgo
19,1,0,0.0,No aplica,0.24,1,0,4,17.4,7.0,2.5,8.2,78.9,5.6,10.5,9.3,14.5,12.14,Aprobado
20,10,1,28.0,Presencial,1.48,2,0,3,4.1,8.1,6.1,5.5,72.1,6.4,12.1,11.2,11.1,11.33,Aprobado
31,10,1,31.8,Presencial,1.81,0,0,7,15.8,6.4,3.9,6.2,74.1,6.4,7.1,10.2,11.8,10.38,Riesgo
31,2,1,26.1,Presencial,1.91,2,0,3,6.8,7.1,4.9,7.7,80.2,5.5,10.2,11.2,12.2,11.5,Aprobado
28,7,1,46.2,Remoto,0.53,2,0,5,5.3,5.4,9.1,3.1,84.2,4.7,10.6,15.4,9.3,11.39,Aprobado
19,10,1,28.0,Remoto,0.16,0,0,4,21.5,5.7,4.3,7.8,77.3,7.1,11.4,15.4,11.5,12.65,Aprobado
19,10,1,34.6,Presencial,0.96,0,0,7,3.2,5.1,5.5,6.0,70.9,5.6,9.4,9.4,9.9,9.65,Riesgo
18,3,1,24.6,Remoto,0.23,0,0,5,13.3,6.9,4.4,6.8,77.2,5.4,10.4,11.2,12.3,11.59,Aprobado
28,9,1,37.5,Presencial,2.0,2,0,5,5.2,5.3,7.5,4.5,77.3,5.0,10.5,8.9,7.0,8.27,Riesgo
30,7,1,35.9,Remoto,0.31,0,0,5,6.0,5.5,7.9,3.5,81.8,5.5,10.2,9.2,8.8,9.2,Riesgo
27,10,1,33.4,Remoto,0.48,0,0,5,3.8,5.2,5.6,5.2,68.1,5.5,11.2,9.5,9.4,9.79,Riesgo
21,2,1,21.8,Presencial,1.54,1,0,4,15.3,6.4,4.3,6.9,87.8,7.2,10.7,8.6,10.4,9.92,Riesgo
29,7,1,24.0,Presencial,0.99,1,0,3,13.7,7.0,4.3,5.7,86.4,7.7,12.4,11.2,13.0,12.34,Aprobado
18,1,1,43.5,Presencial,2.24,0,1,3,7.5,5.8,6.2,4.7,70.7,6.9,10.3,13.4,12.6,12.38,Aprobado
30,4,1,23.9,Remoto,0.39,0,1,7,15.8,6.2,4.3,7.3,92.3,8.3,12.4,14.4,17.2,15.4,Aprobado
31,1,1,35.1,Remoto,0.41,0,0,3,11.9,7.4,4.8,6.7,69.8,4.7,9.0,5.8,8.5,7.79,Riesgo
28,5,1,22.4,Presencial,0.99,0,0,5,14.9,5.2,4.9,5.0,93.4,7.5,12.3,12.3,16.1,14.2,Aprobado
31,9,1,38.1,Hibrido,1.08,0,0,6,9.4,7.6,5.9,6.9,72.7,5.6,10.1,11.8,9.6,10.36,Riesgo
26,7,1,24.5,Hibrido,1.16,3,0,6,7.3,5.1,7.3,6.2,87.3,7.6,11.2,10.7,12.7,11.8,Aprobado
25,4,0,0.0,No aplica,0.46,4,0,7,18.9,6.4,6.7,5.0,86.9,7.3,11.2,12.5,15.9,13.94,Aprobado
22,5,0,0.0,No aplica,0.35,2,0,3,19.6,7.1,3.9,5.1,80.1,6.4,10.8,7.2,12.7,10.67,Riesgo
31,4,1,25.6,Presencial,2.16,0,0,4,1.7,7.5,4.2,5.3,71.9,7.0,11.2,8.6,10.8,10.22,Riesgo
28,8,1,100.0,Presencial,2.61,0,0,6,9.3,5.0,7.1,4.5,67.7,6.9,7.3,7.2,7.3,7.27,Riesgo
20,3,1,30.6,Hibrido,0.74,1,0,3,13.0,6.3,7.0,6.3,75.1,3.8,11.2,11.0,9.3,10.19,Riesgo
32,1,0,0.0,No aplica,0.59,0,0,5,16.6,6.7,1.0,8.6,88.5,6.9,11.6,13.2,16.3,14.43,Aprobado
18,6,1,29.8,Presencial,1.49,3,1,6,8.2,6.8,5.6,4.7,86.7,5.6,11.9,8.8,12.0,11.02,Aprobado
26,9,1,20.9,Presencial,1.76,2,0,5,9.1,5.9,6.9,6.7,81.3,6.4,8.2,9.2,11.2,10.0,Riesgo
20,5,1,35.1,Presencial,0.21,4,0,6,13.8,4.0,9.6,3.7,85.6,5.4,11.2,12.9,9.7,10.96,Riesgo
27,3,1,36.6,Presencial,1.6,3,0,5,3.9,6.2,8.6,5.1,71.4,5.1,10.0,7.6,6.3,7.43,Desercion
24,1,1,29.8,Presencial,1.71,0,0,3,3.1,6.5,6.8,4.9,79.5,3.1,6.9,7.6,8.2,7.76,Riesgo
24,10,1,32.2,Hibrido,0.12,0,0,5,3.3,7.9,6.7,3.4,80.3,6.7,13.5,13.5,9.5,11.5,Aprobado
28,8,1,44.0,Remoto,0.08,2,0,5,7.4,6.5,6.2,3.8,70.7,4.5,12.1,12.9,8.7,10.64,Riesgo
29,2,1,28.7,Hibrido,1.18,1,0,7,8.6,5.6,5.4,5.2,78.7,6.4,11.7,12.5,9.4,10.79,Riesgo
23,1,0,0.0,No aplica,0.65,3,1,7,14.8,7.5,4.0,7.1,91.4,6.8,13.4,13.7,18.5,16.04,Aprobado
32,2,1,95.0,Presencial,2.49,0,0,4,12.2,6.3,6.2,6.0,68.9,6.3,11.0,10.4,9.1,9.87,Riesgo
25,4,1,20.9,Hibrido,1.53,1,1,7,8.3,7.1,6.5,7.3,81.4,5.5,9.5,10.1,10.5,10.18,Riesgo
20,9,1,28.3,Presencial,0.57,1,0,7,7.0,5.8,7.3,5.0,78.1,5.3,7.6,11.7,12.7,11.38,Aprobado
18,2,1,25.2,Presencial,1.5,0,0,5,14.9,6.1,6.6,5.3,83.8,8.5,10.6,9.5,15.8,12.87,Aprobado
21,9,1,24.4,Hibrido,0.79,1,0,3,17.1,6.8,5.2,5.2,73.9,6.1,9.2,8.0,9.5,8.99,Riesgo
28,1,1,28.0,Remoto,0.0,0,0,6,10.0,7.0,3.6,7.9,63.2,7.8,14.8,14.6,15.3,14.99,Aprobado
26,8,1,37.2,Hibrido,0.89,0,1,5,10.0,4.5,5.6,7.4,76.3,5.1,8.1,6.5,6.1,6.62,Riesgo
23,3,1,38.8,Presencial,1.26,1,0,6,7.9,6.5,6.8,4.6,72.5,8.1,10.5,8.5,8.7,9.0,Riesgo
25,10,0,0.0,No aplica,0.46,0,0,6,19.7,6.4,4.3,6.5,89.8,7.9,11.8,17.1,20.0,17.49,Aprobado
30,5,1,32.7,Presencial,1.38,2,0,6,5.3,6.3,8.5,4.7,55.7,3.2,9.5,9.0,5.9,7.55,Desercion
26,3,1,27.9,Presencial,0.97,0,0,7,8.6,5.2,5.0,5.4,78.0,5.5,10.8,12.0,15.8,13.66,Aprobado
18,3,1,11.1,Presencial,1.57,2,0,4,18.8,7.2,3.6,5.2,89.5,8.3,12.0,12.8,16.5,14.49,Aprobado
18,9,1,32.9,Hibrido,0.83,0,1,4,15.6,6.7,4.2,6.8,89.0,6.4,16.3,17.4,18.8,17.88,Aprobado
25,5,1,11.8,Presencial,2.07,1,0,3,13.2,6.1,4.6,7.0,87.7,4.9,9.5,10.9,11.9,11.12,Aprobado
24,4,1,14.6,Remoto,0.18,0,0,6,21.5,7.0,2.0,7.0,82.0,5.2,14.5,12.4,17.2,15.22,Aprobado
30,8,1,28.7,Hibrido,1.33,2,0,6,11.0,6.1,5.0,6.2,75.1,5.7,9.7,11.0,10.9,10.69,Riesgo
26,6,1,32.1,Remoto,0.18,1,1,6,8.7,6.7,5.2,8.2,78.4,5.6,10.5,9.7,11.4,10.71,Riesgo
29,7,0,0.0,No aplica,0.06,0,1,3,21.0,6.0,1.3,9.4,96.5,8.4,14.3,14.6,20.0,17.24,Aprobado
26,5,0,0.0,No aplica,0.31,1,1,7,20.7,6.0,3.0,7.8,88.8,8.2,12.0,11.9,18.1,15.02,Aprobado
23,1,0,0.0,No aplica,0.52,0,0,6,27.1,6.4,1.0,7.9,95.4,5.9,9.0,7.8,15.8,12.04,Aprobado
27,1,1,28.0,Presencial,1.83,0,0,7,18.9,6.2,4.1,7.4,87.1,6.2,11.3,13.2,16.3,14.37,Aprobado
27,1,1,41.1,Presencial,1.82,0,1,3,7.2,7.4,8.5,2.7,76.9,4.0,7.9,5.8,4.6,5.62,Riesgo
28,6,1,42.5,Remoto,0.48,2,1,4,8.2,5.9,7.8,4.6,79.0,4.7,6.5,7.6,5.0,6.08,Riesgo
20,6,1,34.1,Remoto,0.31,1,0,7,8.4,6.9,6.1,5.1,79.8,8.0,12.9,8.9,14.9,12.7,Aprobado
27,8,0,0.0,No aplica,0.18,3,0,7,19.4,6.0,2.4,8.4,89.5,5.9,9.3,12.4,10.8,10.98,Riesgo
22,9,1,25.6,Presencial,0.8,0,1,6,15.7,6.0,5.5,3.8,87.8,5.7,12.4,12.8,16.2,14.42,Aprobado
29,2,0,0.0,No aplica,0.0,0,1,7,27.2,6.4,1.0,10.0,100.0,10.0,14.5,15.3,20.0,17.49,Aprobado
29,10,1,29.7,Presencial,1.85,1,0,6,10.5,6.1,7.6,4.4,71.1,5.1,10.9,10.6,11.1,10.91,Riesgo
27,10,1,21.6,Hibrido,0.46,1,0,5,12.4,7.0,6.8,6.9,92.5,6.7,14.1,14.7,14.8,14.63,Aprobado
32,7,1,27.4,Hibrido,0.88,0,1,4,13.1,6.1,4.0,7.5,92.4,7.0,12.8,14.4,16.1,14.93,Aprobado
26,6,1,32.1,Hibrido,0.39,0,0,6,6.0,6.2,4.6,6.8,81.1,4.7,12.3,13.7,12.4,12.77,Aprobado
18,2,1,90.0,Presencial,1.82,4,0,5,2.6,6.9,8.2,4.7,83.7,2.6,9.3,11.4,10.2,10.38,Riesgo
27,2,1,19.9,Presencial,1.41,0,1,4,17.1,6.2,3.0,7.4,85.8,8.3,13.7,17.7,16.4,16.25,Aprobado
29,1,1,25.9,Remoto,0.25,0,0,3,23.3,5.6,3.5,6.6,85.5,5.7,11.8,12.6,15.1,13.69,Aprobado
19,7,1,29.6,Presencial,1.34,0,1,4,15.1,6.0,4.6,6.9,90.1,9.3,13.5,13.0,16.8,15.0,Aprobado
19,5,1,26.0,Presencial,1.15,0,0,5,13.9,7.9,4.4,6.4,79.5,5.1,11.9,12.1,17.2,14.61,Aprobado
22,2,1,27.8,Presencial,0.75,0,0,4,10.9,7.2,1.8,8.6,84.8,5.8,13.6,9.7,11.4,11.33,Aprobado
30,2,1,24.4,Presencial,1.48,0,0,5,20.1,7.9,3.7,7.4,94.2,6.3,12.2,10.7,16.0,13.65,Aprobado
25,1,0,0.0,No aplica,0.56,0,0,3,21.0,6.0,5.1,5.8,81.2,6.6,7.7,9.5,15.6,12.19,Aprobado
32,7,1,25.7,Hibrido,0.71,0,0,4,9.2,6.9,4.3,6.1,81.1,8.7,14.4,13.6,15.2,14.56,Aprobado
31,7,1,28.3,Remoto,0.41,0,0,5,10.9,6.1,2.9,7.7,75.3,6.9,10.1,12.0,12.0,11.62,Aprobado
26,7,1,27.5,Remoto,0.08,0,0,6,19.4,6.0,5.1,6.6,82.4,7.9,12.0,12.3,12.7,12.44,Aprobado
28,2,1,30.9,Presencial,1.27,3,0,7,7.9,4.7,6.7,4.8,73.5,2.2,9.5,9.4,5.2,7.32,Riesgo
22,1,1,33.4,Remoto,0.54,0,0,3,17.4,7.2,4.1,5.7,89.0,6.7,7.7,8.8,10.5,9.43,Riesgo
19,2,0,0.0,No aplica,0.0,0,0,4,23.1,5.7,1.1,8.6,94.8,9.3,13.0,15.1,20.0,17.13,Aprobado
23,8,1,24.9,Presencial,0.96,2,0,6,7.1,7.0,5.2,6.5,74.6,7.8,11.5,11.0,10.9,11.05,Aprobado
26,8,1,17.4,Presencial,1.51,2,0,3,16.1,6.0,5.9,5.9,73.0,8.2,16.5,13.3,18.7,16.64,Aprobado
20,3,1,40.2,Presencial,1.22,1,0,5,8.4,5.2,6.2,5.5,71.8,6.0,11.8,13.5,5.5,9.16,Riesgo
21,1,1,33.1,Hibrido,1.18,0,1,4,8.9,5.6,3.6,7.8,78.6,5.0,9.4,11.1,6.8,8.61,Riesgo
18,4,1,22.4,Hibrido,0.37,2,0,5,12.7,6.3,6.2,4.6,82.5,8.8,14.5,15.6,15.0,15.08,Aprobado
29,9,1,32.2,Presencial,2.01,1,0,6,18.1,5.7,9.3,3.0,76.8,6.1,13.0,15.8,16.6,15.64,Aprobado
31,2,1,38.5,Remoto,0.48,0,0,3,13.4,6.1,7.4,4.4,72.2,8.5,11.5,9.8,12.8,11.64,Aprobado
30,8,1,43.8,Presencial,1.34,0,0,5,7.4,4.4,7.7,4.6,55.3,4.4,8.9,10.3,5.9,7.82,Riesgo
23,5,1,32.0,Presencial,0.5,0,0,6,10.1,4.7,9.3,3.2,84.0,4.9,11.2,11.5,12.6,11.99,Aprobado
26,2,0,0.0,No aplica,0.13,0,1,6,24.5,5.6,1.0,7.8,91.5,8.0,12.9,11.1,17.0,14.41,Aprobado
32,10,1,20.3,Remoto,0.28,0,0,4,14.8,7.2,3.5,8.0,83.0,7.7,12.0,13.2,15.0,13.86,Aprobado
26,6,1,29.7,Remoto,0.72,0,0,4,80.0,7.5,6.4,5.4,83.9,4.1,8.3,10.2,11.4,10.42,Riesgo
22,7,1,27.3,Presencial,2.24,3,0,5,7.4,5.9,6.2,6.4,82.9,9.2,10.1,9.5,11.6,10.67,Riesgo
23,1,1,32.7,Presencial,1.31,2,0,6,6.4,6.7,7.8,4.7,73.1,3.3,7.2,6.6,3.4,5.12,Riesgo
28,4,1,42.9,Presencial,1.7,0,0,6,4.9,6.4,6.7,4.6,69.5,6.1,9.4,9.1,6.7,7.96,Riesgo
24,7,1,32.0,Presencial,1.4,0,0,6,15.6,7.2,5.0,7.4,81.1,6.0,10.5,9.4,11.4,10.62,Riesgo
30,7,1,22.5,Presencial,1.01,1,1,4,23.6,7.2,4.9,5.9,71.3,6.7,12.0,13.6,14.3,13.63,Aprobado
30,1,1,19.9,Presencial,1.82,0,0,7,17.2,5.6,2.3,8.1,86.8,6.4,9.9,14.0,14.4,13.38,Aprobado
18,7,1,43.2,Presencial,1.3,2,0,6,1.8,6.0,7.2,5.8,57.5,5.5,8.2,7.5,0.8,4.29,Riesgo
28,10,1,34.1,Presencial,1.18,4,0,6,2.5,6.5,8.8,4.0,71.8,7.7,11.6,11.4,7.4,9.44,Riesgo
23,8,1,33.6,Remoto,0.23,1,0,6,12.9,6.8,2.8,7.2,84.6,8.5,11.1,12.8,13.1,12.61,Aprobado
25,3,1,27.3,Presencial,2.25,0,0,7,17.6,6.9,4.9,5.5,70.0,8.1,10.9,13.5,17.1,14.78,Aprobado
21,10,1,32.1,Presencial,1.6,3,0,7,0.0,6.1,7.0,5.3,69.2,3.2,9.3,6.4,6.4,6.98,Riesgo
23,7,1,22.1,Hibrido,0.5,0,0,3,15.8,7.1,2.6,6.8,60.5,6.4,9.8,10.6,13.1,11.69,Aprobado
22,1,1,33.1,Hibrido,0.86,0,0,6,0.0,5.2,6.5,5.1,70.9,5.7,8.4,7.8,7.0,7.52,Riesgo
18,2,1,20.6,Presencial,2.15,2,0,5,6.5,5.4,7.4,4.6,70.2,4.7,10.3,10.2,7.3,8.77,Riesgo
29,10,1,27.1,Presencial,1.32,0,1,5,3.2,7.8,4.7,5.8,73.7,7.9,13.5,13.2,11.7,12.51,Aprobado
20,3,1,24.9,Presencial,0.91,0,0,5,13.5,7.4,4.1,7.0,76.9,6.2,9.7,11.8,13.0,11.98,Aprobado
23,1,1,8.0,Hibrido,0.42,2,0,3,21.6,7.8,3.6,8.2,100.0,10.0,17.2,18.2,20.0,18.9,Aprobado
20,5,1,27.2,Presencial,1.67,0,0,7,9.3,6.4,4.6,7.2,82.1,5.1,9.3,9.3,11.4,10.35,Riesgo
20,6,1,22.8,Presencial,1.37,0,0,3,21.5,5.6,3.2,5.3,89.0,6.7,10.9,11.5,16.7,13.98,Aprobado
23,6,1,28.3,Remoto,0.38,1,0,5,13.4,6.1,6.8,5.3,82.2,4.0,7.0,8.7,4.7,6.36,Riesgo
31,7,1,30.0,Remoto,0.39,0,0,7,11.1,7.9,3.5,9.3,70.8,9.3,11.2,10.4,12.5,11.61,Aprobado
32,10,1,44.1,Presencial,1.92,2,0,6,0.6,5.2,10.0,3.6,78.3,6.2,14.1,14.8,13.8,14.16,Aprobado
23,8,1,32.4,Presencial,1.09,4,0,7,4.6,5.7,8.0,4.3,77.7,5.5,11.2,8.2,8.3,8.85,Riesgo
25,1,0,0.0,No aplica,0.32,3,0,7,16.1,7.7,5.3,7.4,89.8,6.6,11.1,16.1,17.0,15.55,Aprobado
32,1,1,34.0,Presencial,1.6,0,0,3,6.9,6.4,6.3,5.5,78.9,6.0,8.8,12.3,9.1,10.0,Riesgo
21,1,1,37.0,Presencial,2.14,3,0,3,5.8,5.5,9.8,4.8,73.4,5.3,7.5,8.3,7.0,7.49,Desercion
32,4,1,33.6,Hibrido,0.79,0,0,3,9.0,6.9,5.5,5.8,79.4,7.5,13.8,14.7,13.6,13.97,Aprobado
19,4,0,0.0,No aplica,0.46,0,0,4,19.3,6.7,3.1,7.7,83.8,7.1,12.1,12.1,16.7,14.4,Aprobado
21,10,1,35.7,Remoto,0.3,0,1,4,11.1,6.6,6.6,4.7,77.2,3.5,7.9,8.1,7.8,7.91,Riesgo
23,4,1,10.6,Remoto,0.0,2,0,4,16.2,4.6,3.9,7.8,80.9,7.2,9.5,11.4,12.7,11.67,Aprobado
18,1,1,46.7,Presencial,2.16,0,1,3,3.1,4.6,10.0,3.4,51.3,5.7,10.0,9.1,4.0,6.73,Desercion
30,9,1,42.7,Presencial,1.9,1,0,3,8.5,5.7,7.6,4.9,66.3,4.6,12.0,10.5,7.9,9.5,Riesgo
30,3,1,31.7,Remoto,0.27,2,0,5,7.5,7.2,4.3,7.6,79.9,5.9,9.1,11.5,12.2,11.37,Aprobado
23,10,1,18.7,Presencial,1.96,0,0,5,15.9,6.5,4.4,7.0,90.7,6.8,11.2,11.6,17.5,14.47,Aprobado
30,8,1,39.7,Presencial,1.34,2,1,4,8.5,5.8,8.7,4.0,73.4,4.9,10.4,10.4,8.4,9.4,Riesgo
29,9,1,24.4,Presencial,2.36,0,1,4,13.1,6.7,5.5,4.6,81.0,8.1,12.2,12.4,14.0,13.16,Aprobado
30,9,1,34.3,Remoto,0.07,0,0,5,11.2,5.9,4.7,6.3,76.1,5.3,10.4,10.8,10.4,10.52,Riesgo
30,2,1,19.7,Remoto,0.39,1,0,3,20.6,5.1,2.9,7.0,89.5,5.1,8.2,9.7,10.7,9.9,Riesgo
